client_account_id,client_account_name,aggregation_id,aggregation_name,has_cemo,has_nav,is_cemo_base,is_claims_present,client_workstream,cemo_base_segment,client_benchmark_segment,n_eligible_distinct_members,n_avg_members_eligible,n_eop_members_eligible,n_outreach_members,n_complex_patients,n_msk_neuro,n_high_cost,n_addressable_risk_and_claims_history,pct_eligible_on_outreach_list,pct_outreach_on_avg_eligible,pct_outreach_on_eop_eligible,pct_addressable_risk_and_claims,pct_addressable_on_avg_eligible,pct_addressable_on_eop_eligible,benchmark_source_segment,benchmark_median_pct,benchmark_p25_pct,benchmark_p75_pct,n_addressable_recommended,pct_addressable_recommended
SALESCLOUD_ACCOUNT_ID:0014000001Q7YhFAAV,"S. C. Johnson & Son, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001Q7YhFAAV,"S. C. Johnson & Son, Inc.",True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,8331,7385.0,7526.0,1612,52,1331,607,1594,0.1935,0.2183,0.2142,0.1913,0.2158,0.2118,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1594.0,0.2158
SALESCLOUD_ACCOUNT_ID:0014000001ZOkBJAA1,"Novartis Services, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001ZOkBJAA1,"Novartis Services, Inc.",True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,33948,29751.0,29016.0,12,6,2,5,6,0.0004,0.0004,0.0004,0.0002,0.0002,0.0002,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,6.0,0.0002
SALESCLOUD_ACCOUNT_ID:0011W00001uNggYQAS,"DynCorp International, LLC",SALESCLOUD_ACCOUNT_ID:0011W00001uNggYQAS,"DynCorp International, LLC",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001kNlHOAA0,"Saltchuk Resources, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001kNlHOAA0,"Saltchuk Resources, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001lK5a8AAC,NFP (Employer),SALESCLOUD_ACCOUNT_ID:0014000001lK5a8AAC,NFP (Employer),True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,10774,9555.0,8751.0,1818,73,1553,583,1691,0.1687,0.1903,0.2077,0.157,0.177,0.1932,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1691.0,0.177
SALESCLOUD_ACCOUNT_ID:0014000000vp8MmAAI,Target Corporation,SALESCLOUD_ACCOUNT_ID:0014000000vp8MmAAI,Target Corporation,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,230733,190991.0,185678.0,40893,6907,31629,16630,40467,0.1772,0.2141,0.2202,0.1754,0.2119,0.2179,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,40467.0,0.2119
SALESCLOUD_ACCOUNT_ID:0014000000vp8NeAAI,Amazon.com,SALESCLOUD_ACCOUNT_ID:0014000000vp8NeAAI,Amazon.com,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001dQkZ8AAK,NCH Corporation,SALESCLOUD_ACCOUNT_ID:0014000001dQkZ8AAK,NCH Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001ZQzCvAAL,Phillips 66,SALESCLOUD_ACCOUNT_ID:0014000001ZQzCvAAL,Phillips 66,True,True,False,True,WITH_CLAIMS,NAV_PLUS_CEMO,WITH_CLAIMS__NAV_PLUS_CEMO,39999,36622.0,36276.0,9477,901,7868,3821,9333,0.2369,0.2588,0.2612,0.2333,0.2548,0.2573,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,9333.0,0.2548
SALESCLOUD_ACCOUNT_ID:0014000001XcFkBAAV,"Hays Companies - Minneapolis, MN (HQ)",SALESCLOUD_ACCOUNT_ID:0014000001XcFkBAAV,"Hays Companies - Minneapolis, MN (HQ)",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000000wCl0TAAS,Philips Electronics North America,SALESCLOUD_ACCOUNT_ID:0014000000wCl0TAAS,Philips Electronics North America,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001ZnBemAAF,Lockton (Employer),SALESCLOUD_ACCOUNT_ID:0014000001ZnBemAAF,Lockton (Employer),True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,15208,13218.0,13395.0,3023,59,2647,828,2957,0.1988,0.2287,0.2257,0.1944,0.2237,0.2208,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,2957.0,0.2237
SALESCLOUD_ACCOUNT_ID:0014000001do6g8AAA,Prime Therapeutics,SALESCLOUD_ACCOUNT_ID:0014000001do6g8AAA,Prime Therapeutics,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001kNlBmAAK,Crown Castle,SALESCLOUD_ACCOUNT_ID:0014000001kNlBmAAK,Crown Castle,True,True,False,True,WITH_CLAIMS,NAV_PLUS_CEMO,WITH_CLAIMS__NAV_PLUS_CEMO,10640,9807.0,9693.0,2985,474,2245,1504,2939,0.2805,0.3044,0.308,0.2762,0.2997,0.3032,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,2939.0,0.2997
SALESCLOUD_ACCOUNT_ID:0011W00002QSEqxQAH,Anoka County,SALESCLOUD_ACCOUNT_ID:0011W00002QSEqxQAH,Anoka County,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,5787,5477.0,5238.0,1761,55,1318,1006,1731,0.3043,0.3215,0.3362,0.2991,0.316,0.3305,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1731.0,0.316
SALESCLOUD_ACCOUNT_ID:0014000000vp8SzAAI,Genentech,SALESCLOUD_ACCOUNT_ID:0014000000vp8SzAAI,Genentech,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,62776,61218.0,61558.0,194,8,138,109,0,0.0031,0.0032,0.0032,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,12752.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001fY1haAAC,Celgene Corporation,SALESCLOUD_ACCOUNT_ID:0014000001fY1haAAC,Celgene Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000000vpCvwAAE,Zurich North America,SALESCLOUD_ACCOUNT_ID:0014000000vpCvwAAE,Zurich North America,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,20194,17949.0,17726.0,31,6,13,22,0,0.0015,0.0017,0.0017,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,3739.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001gAFTIAA4,Ohio Contractors' Association Insurance Fund,SALESCLOUD_ACCOUNT_ID:0014000001gAFTIAA4,Ohio Contractors' Association Insurance Fund,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001go0zUAAQ,Board of County Commissioners of Larimer County,SALESCLOUD_ACCOUNT_ID:0014000001go0zUAAQ,Board of County Commissioners of Larimer County,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001dMeskAAC,"Cardiovascular Systems, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001dMeskAAC,"Cardiovascular Systems, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000000y4QK1AAM,Charter Communications,SALESCLOUD_ACCOUNT_ID:0014000000y4QK1AAM,Charter Communications,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,201042,168886.0,162300.0,54844,10365,43654,25079,54270,0.2728,0.3247,0.3379,0.2699,0.3213,0.3344,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,54270.0,0.3213
SALESCLOUD_ACCOUNT_ID:0015d00004KtnueAAB,Cohesity,SALESCLOUD_ACCOUNT_ID:0015d00004KtnueAAB,Cohesity,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,8385,6903.0,7788.0,1451,175,1188,549,1438,0.173,0.2102,0.1863,0.1715,0.2083,0.1846,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1438.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001nbiygAAA,"Lucas Tree Expert Company, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001nbiygAAA,"Lucas Tree Expert Company, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:00140000013pZGcAAM,Lennox,SALESCLOUD_ACCOUNT_ID:00140000013pZGcAAM,Lennox,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,13714,11432.0,10950.0,3108,192,2917,585,3056,0.2266,0.2719,0.2838,0.2228,0.2673,0.2791,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,3056.0,0.2673
SALESCLOUD_ACCOUNT_ID:0014000001kNlUfAAK,"The Ensign Services, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001kNlUfAAK,"The Ensign Services, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0011W00001rzwpxQAA,Mo-Kan Sheet Metal Workers Welfare Fund,SALESCLOUD_ACCOUNT_ID:0011W00001rzwpxQAA,Mo-Kan Sheet Metal Workers Welfare Fund,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,9998,9173.0,9170.0,3,0,2,1,0,0.0003,0.0003,0.0003,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1911.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001afYJKAA2,Primoris Services Corporation,SALESCLOUD_ACCOUNT_ID:0014000001afYJKAA2,Primoris Services Corporation,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,22309,15766.0,15516.0,3188,77,2926,697,3144,0.1429,0.2022,0.2055,0.1409,0.1994,0.2026,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,3144.0,0.1994
SALESCLOUD_ACCOUNT_ID:00140000013l5aYAAQ,"Activision Blizzard, Inc.",SALESCLOUD_ACCOUNT_ID:00140000013l5aYAAQ,"Activision Blizzard, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,12211,10812.0,10686.0,6,0,5,3,0,0.0005,0.0006,0.0006,0.0,0.0,0.0,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,2252.0,0.2083
SALESCLOUD_ACCOUNT_ID:0015d00003Qa2RLAAZ,Zendesk,SALESCLOUD_ACCOUNT_ID:0015d00003Qa2RLAAZ,Zendesk,True,True,False,True,WITH_CLAIMS,NAV_PLUS_CEMO,WITH_CLAIMS__NAV_PLUS_CEMO,5468,4334.0,4216.0,1165,130,831,580,1136,0.2131,0.2688,0.2763,0.2078,0.2621,0.2694,WITH_CLAIMS__NAV_PLUS_CEMO,0.2619,0.23267500000000002,0.284975,1136.0,0.2621
SALESCLOUD_ACCOUNT_ID:0011W00002TPtr7QAD,IMEG Consulting Corp,SALESCLOUD_ACCOUNT_ID:0011W00002TPtr7QAD,IMEG Consulting Corp,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,4625,3953.0,4015.0,914,20,805,268,907,0.1976,0.2312,0.2276,0.1961,0.2294,0.2259,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,907.0,0.2294
SALESCLOUD_ACCOUNT_ID:0015d00003QbHhCAAV,Avergent,SALESCLOUD_ACCOUNT_ID:0015d00003QbHhCAAV,Avergent,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,23726,20034.0,17765.0,73,2,45,36,69,0.0031,0.0036,0.0041,0.0029,0.0034,0.0039,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,69.0,0.0034
SALESCLOUD_ACCOUNT_ID:0014000001eAZgUAAW,"Lifetouch, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001eAZgUAAW,"Lifetouch, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001G74U7AAJ,"eBay, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001G74U7AAJ,"eBay, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
SALESCLOUD_ACCOUNT_ID:0014000001dMl1PAAS,TrustmarkSB (fka Star Marketing and Administration),SALESCLOUD_ACCOUNT_ID:0014000001dMl1PAAS,TrustmarkSB (fka Star Marketing and Administration),True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,55242,34193.0,33803.0,5494,58,5218,658,5264,0.0995,0.1607,0.1625,0.0953,0.1539,0.1557,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,5264.0,0.1539
SALESCLOUD_ACCOUNT_ID:0014000001kNm60AAC,Pregis Holding I Corporation,SALESCLOUD_ACCOUNT_ID:0014000001kNm60AAC,Pregis Holding I Corporation,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,4175,3377.0,3321.0,952,36,744,417,941,0.228,0.2819,0.2867,0.2254,0.2786,0.2833,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,941.0,0.2786
SALESCLOUD_ACCOUNT_ID:0014000001bkMWJAA2,"Leidos Holdings, Inc,",SALESCLOUD_ACCOUNT_ID:0014000001bkMWJAA2,"Leidos Holdings, Inc,",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,0.0,0.2083
