client_account_id,client_account_name,aggregation_id,aggregation_name,has_cemo,has_nav,is_cemo_base,is_claims_present,client_workstream,cemo_base_segment,client_benchmark_segment,n_eligible_distinct_members,n_avg_members_eligible,n_eop_members_eligible,n_outreach_members,n_complex_patients,n_msk_neuro,n_high_cost,n_addressable_risk_and_claims_history,pct_eligible_on_outreach_list,pct_outreach_on_avg_eligible,pct_outreach_on_eop_eligible,pct_addressable_risk_and_claims,pct_addressable_on_avg_eligible,pct_addressable_on_eop_eligible,book_benchmark_pct_portfolio,book_benchmark_pct_median_client,n_addressable_recommended,pct_addressable_recommended
SALESCLOUD_ACCOUNT_ID:0014000001XcFkBAAV,"Hays Companies - Minneapolis, MN (HQ)",SALESCLOUD_ACCOUNT_ID:0014000001XcFkBAAV,"Hays Companies - Minneapolis, MN (HQ)",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001W1ECVAA3,"Hologic, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001W1ECVAA3,"Hologic, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,10006,8456.0,8350.0,17,0,12,6,0,0.0017,0.002,0.002,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0015d00003Qa2MKAAZ,Humana Employees,SALESCLOUD_ACCOUNT_ID:0015d00003Qa2MKAAZ,Humana Employees,True,True,False,False,WITHOUT_CLAIMS,NAV_PLUS_CEMO,WITHOUT_CLAIMS__NAV_PLUS_CEMO,127460,101769.0,15829.0,94,16,65,49,0,0.0007,0.0009,0.0059,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001hZQDWAA4,"Hunter Douglas, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001hZQDWAA4,"Hunter Douglas, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001W1ks1AAB,"Intuitive Surgical, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001W1ks1AAB,"Intuitive Surgical, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0011W00001uP59mQAC,Invitae Corporation,SALESCLOUD_ACCOUNT_ID:0011W00001uP59mQAC,Invitae Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001mLXuhAAG,Jet Propulsion Lab,SALESCLOUD_ACCOUNT_ID:0014000001mLXuhAAG,Jet Propulsion Lab,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,11596,10342.0,9738.0,4,0,3,3,0,0.0003,0.0004,0.0004,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001inpNqAAI,Jewish Federation of Metropolitan Chicago,SALESCLOUD_ACCOUNT_ID:0014000001inpNqAAI,Jewish Federation of Metropolitan Chicago,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,839,704.0,692.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001bRNviAAG,"KeHE Distributors, LLC",SALESCLOUD_ACCOUNT_ID:0014000001bRNviAAG,"KeHE Distributors, LLC",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001qbGAgAAM,"Lake County, IN NECA-IBEW Health & Benefits Plan",SALESCLOUD_ACCOUNT_ID:0014000001qbGAgAAM,"Lake County, IN NECA-IBEW Health & Benefits Plan",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,3098,2873.0,2926.0,5,0,5,0,0,0.0016,0.0017,0.0017,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001bkMWJAA2,"Leidos Holdings, Inc,",SALESCLOUD_ACCOUNT_ID:0014000001bkMWJAA2,"Leidos Holdings, Inc,",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001gltgQAAQ,"Liberty Healthcare Management, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001gltgQAAQ,"Liberty Healthcare Management, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001eAZgUAAW,"Lifetouch, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001eAZgUAAW,"Lifetouch, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000000vp8OQAAY,"Lowe's Companies, Inc.",SALESCLOUD_ACCOUNT_ID:0014000000vp8OQAAY,"Lowe's Companies, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001nbiygAAA,"Lucas Tree Expert Company, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001nbiygAAA,"Lucas Tree Expert Company, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0011W00002RngA3QAJ,Masterclass,SALESCLOUD_ACCOUNT_ID:0011W00002RngA3QAJ,Masterclass,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,401,333.0,319.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000000wF2hbAAC,McKinsey,SALESCLOUD_ACCOUNT_ID:0014000000wF2hbAAC,McKinsey,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,35175,29130.0,28290.0,25,1,16,11,0,0.0007,0.0009,0.0009,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001kNlNCAA0,Meredith Corporation,SALESCLOUD_ACCOUNT_ID:0014000001kNlNCAA0,Meredith Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001faMVSAA2,Merz Pharmaceuticals LLC,SALESCLOUD_ACCOUNT_ID:0014000001faMVSAA2,Merz Pharmaceuticals LLC,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0011W00001rzwpxQAA,Mo-Kan Sheet Metal Workers Welfare Fund,SALESCLOUD_ACCOUNT_ID:0011W00001rzwpxQAA,Mo-Kan Sheet Metal Workers Welfare Fund,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,9998,9173.0,9170.0,3,0,2,1,0,0.0003,0.0003,0.0003,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001dQkZ8AAK,NCH Corporation,SALESCLOUD_ACCOUNT_ID:0014000001dQkZ8AAK,NCH Corporation,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0015d00004CiYOoAAN,Nimble Health,SALESCLOUD_ACCOUNT_ID:0015d00004CiYOoAAN,Nimble Health,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,88000.0,88000.0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001gAFTIAA4,Ohio Contractors' Association Insurance Fund,SALESCLOUD_ACCOUNT_ID:0014000001gAFTIAA4,Ohio Contractors' Association Insurance Fund,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0011W00001u5xqnQAA,One Digital (Employer),SALESCLOUD_ACCOUNT_ID:0011W00001u5xqnQAA,One Digital (Employer),True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001fY2dRAAS,"Pelican Products, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001fY2dRAAS,"Pelican Products, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001aive6AAA,Petco,SALESCLOUD_ACCOUNT_ID:0014000001aive6AAA,Petco,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000000wCl0TAAS,Philips Electronics North America,SALESCLOUD_ACCOUNT_ID:0014000000wCl0TAAS,Philips Electronics North America,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001do6g8AAA,Prime Therapeutics,SALESCLOUD_ACCOUNT_ID:0014000001do6g8AAA,Prime Therapeutics,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001kNlHOAA0,"Saltchuk Resources, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001kNlHOAA0,"Saltchuk Resources, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001kNlUfAAK,"The Ensign Services, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001kNlUfAAK,"The Ensign Services, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000000wEfYxAAK,Visa U.S.A. Inc.,SALESCLOUD_ACCOUNT_ID:0014000000wEfYxAAK,Visa U.S.A. Inc.,True,True,False,False,WITHOUT_CLAIMS,NAV_PLUS_CEMO,WITHOUT_CLAIMS__NAV_PLUS_CEMO,35664,31037.0,31340.0,72,6,34,49,0,0.002,0.0023,0.0023,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001bkIOZAA2,Wahl Clipper Corp,SALESCLOUD_ACCOUNT_ID:0014000001bkIOZAA2,Wahl Clipper Corp,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0011W00001zD4KkQAK,"Wellmark, Inc.",SALESCLOUD_ACCOUNT_ID:0011W00001zD4KkQAK,"Wellmark, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,1300000.0,1300000.0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000000vpCvwAAE,Zurich North America,SALESCLOUD_ACCOUNT_ID:0014000000vpCvwAAE,Zurich North America,True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,20194,17949.0,17726.0,31,6,13,22,0,0.0015,0.0017,0.0017,0.0,0.0,0.0,0.20448621785288032,0.2204,,
SALESCLOUD_ACCOUNT_ID:0014000001G74U7AAJ,"eBay, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001G74U7AAJ,"eBay, Inc.",True,False,True,False,WITHOUT_CLAIMS,CEMO_BASE,WITHOUT_CLAIMS__CEMO_BASE,0,0.0,0.0,0,0,0,0,0,,,,,,,0.20448621785288032,0.2204,,
