client_account_id,client_account_name,aggregation_id,aggregation_name,has_cemo,has_nav,is_cemo_base,is_claims_present,client_workstream,cemo_base_segment,client_benchmark_segment,n_eligible_distinct_members,n_avg_members_eligible,n_eop_members_eligible,n_outreach_members,n_complex_patients,n_msk_neuro,n_high_cost,n_addressable_risk_and_claims_history,pct_eligible_on_outreach_list,pct_outreach_on_avg_eligible,pct_outreach_on_eop_eligible,pct_addressable_risk_and_claims,pct_addressable_on_avg_eligible,pct_addressable_on_eop_eligible,benchmark_source_segment,benchmark_median_pct,benchmark_p25_pct,benchmark_p75_pct,n_addressable_recommended,pct_addressable_recommended
SALESCLOUD_ACCOUNT_ID:0015d000040AsBDAA0,Lockton Insurance - Michigan,SALESCLOUD_ACCOUNT_ID:0015d000040AsBDAA0,Lockton Insurance - Michigan,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,7515,6567.0,6201.0,907,12,878,98,902,0.1207,0.1381,0.1463,0.12,0.1374,0.1455,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,902.0,0.1374
SALESCLOUD_ACCOUNT_ID:0014000001SwUjvAAF,"McCain Foods USA, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001SwUjvAAF,"McCain Foods USA, Inc.",True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,6592,5694.0,5416.0,1370,43,1170,500,1354,0.2078,0.2406,0.253,0.2054,0.2378,0.25,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1354.0,0.2378
SALESCLOUD_ACCOUNT_ID:0014000001lK5a8AAC,NFP (Employer),SALESCLOUD_ACCOUNT_ID:0014000001lK5a8AAC,NFP (Employer),True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,10774,9555.0,8751.0,1818,73,1553,583,1691,0.1687,0.1903,0.2077,0.157,0.177,0.1932,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1691.0,0.177
SALESCLOUD_ACCOUNT_ID:0014000001ZOkBJAA1,"Novartis Services, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001ZOkBJAA1,"Novartis Services, Inc.",True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,33948,29751.0,29016.0,12,6,2,5,6,0.0004,0.0004,0.0004,0.0002,0.0002,0.0002,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,6.0,0.0002
SALESCLOUD_ACCOUNT_ID:001Vo00000PnsCEIAZ,"Prairie States Enterprises, Inc.",SALESCLOUD_ACCOUNT_ID:001Vo00000PnsCEIAZ,"Prairie States Enterprises, Inc.",True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,4004,3910.0,3853.0,107,3,71,50,107,0.0267,0.0274,0.0278,0.0267,0.0274,0.0278,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,107.0,0.0274
SALESCLOUD_ACCOUNT_ID:0014000001kNm60AAC,Pregis Holding I Corporation,SALESCLOUD_ACCOUNT_ID:0014000001kNm60AAC,Pregis Holding I Corporation,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,4175,3377.0,3321.0,952,36,744,417,941,0.228,0.2819,0.2867,0.2254,0.2786,0.2833,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,941.0,0.2786
SALESCLOUD_ACCOUNT_ID:0014000001afYJKAA2,Primoris Services Corporation,SALESCLOUD_ACCOUNT_ID:0014000001afYJKAA2,Primoris Services Corporation,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,22309,15766.0,15516.0,3188,77,2926,697,3144,0.1429,0.2022,0.2055,0.1409,0.1994,0.2026,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,3144.0,0.1994
SALESCLOUD_ACCOUNT_ID:0014000001Q7YhFAAV,"S. C. Johnson & Son, Inc.",SALESCLOUD_ACCOUNT_ID:0014000001Q7YhFAAV,"S. C. Johnson & Son, Inc.",True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,8331,7385.0,7526.0,1612,52,1331,607,1594,0.1935,0.2183,0.2142,0.1913,0.2158,0.2118,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1594.0,0.2158
SALESCLOUD_ACCOUNT_ID:0014000001a8qdQAAQ,Schwan's,SALESCLOUD_ACCOUNT_ID:0014000001a8qdQAAQ,Schwan's,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,11693,9779.0,9450.0,808,66,417,521,7,0.0691,0.0826,0.0855,0.0006,0.0007,0.0007,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,7.0,0.0007
SALESCLOUD_ACCOUNT_ID:0014000001qHYhZAAW,Sioux Falls School District,SALESCLOUD_ACCOUNT_ID:0014000001qHYhZAAW,Sioux Falls School District,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,8428,6893.0,7704.0,1827,50,1587,584,1813,0.2168,0.2651,0.2371,0.2151,0.263,0.2353,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,1813.0,0.263
SALESCLOUD_ACCOUNT_ID:0014000000y27DNAAY,Southwest Airlines,SALESCLOUD_ACCOUNT_ID:0014000000y27DNAAY,Southwest Airlines,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,172761,159950.0,158611.0,39222,6762,30550,18155,38677,0.227,0.2452,0.2473,0.2239,0.2418,0.2438,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,38677.0,0.2418
SALESCLOUD_ACCOUNT_ID:0014000000wDkwnAAC,Stanford University,SALESCLOUD_ACCOUNT_ID:0014000000wDkwnAAC,Stanford University,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,44774,41134.0,39772.0,9169,1011,5948,6477,9066,0.2048,0.2229,0.2305,0.2025,0.2204,0.2279,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,9066.0,0.2204
SALESCLOUD_ACCOUNT_ID:0014000000vp8MmAAI,Target Corporation,SALESCLOUD_ACCOUNT_ID:0014000000vp8MmAAI,Target Corporation,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,230733,190991.0,185678.0,40893,6907,31629,16630,40467,0.1772,0.2141,0.2202,0.1754,0.2119,0.2179,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,40467.0,0.2119
SALESCLOUD_ACCOUNT_ID:0014000001Z2FdBAAV,Toro,SALESCLOUD_ACCOUNT_ID:0014000001Z2FdBAAV,Toro,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,13772,12284.0,11373.0,2977,549,2146,1566,2924,0.2162,0.2423,0.2618,0.2123,0.238,0.2571,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,2924.0,0.238
SALESCLOUD_ACCOUNT_ID:0014000001dMl1PAAS,TrustmarkSB (fka Star Marketing and Administration),SALESCLOUD_ACCOUNT_ID:0014000001dMl1PAAS,TrustmarkSB (fka Star Marketing and Administration),True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,55242,34193.0,33803.0,5494,58,5218,658,5264,0.0995,0.1607,0.1625,0.0953,0.1539,0.1557,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,5264.0,0.1539
SALESCLOUD_ACCOUNT_ID:0014000000wCl1UAAS,UBS,SALESCLOUD_ACCOUNT_ID:0014000000wCl1UAAS,UBS,True,False,True,True,WITH_CLAIMS,CEMO_BASE,WITH_CLAIMS__CEMO_BASE,53223,48518.0,47277.0,6031,426,2947,4054,5973,0.1133,0.1243,0.1276,0.1122,0.1231,0.1263,WITH_CLAIMS__CEMO_BASE,0.2083,0.13895000000000002,0.2379,5973.0,0.1231
